dataset,n,model,kernel,bandwidth,kappa,mean_test_rss,sd_test_rss,mean_test_mae_deg,n_folds
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.3550879237997064,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.4620402998133009,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.577434054820871,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.7019354375022115,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.8362632812277988,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.981193154385506,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,2.1375618382781663,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,2.3062721584460166,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,2.4882981973086142,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,2.6846909182224463,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,2.896584233425844,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,3.1252015509056803,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,3.3718628379854825,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,3.6379922424179822,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,3.9251263149839914,,0.2753535838066362,0.13179144137137033,22.309018020777,5
