dataset,n,model,kernel,bandwidth,kappa,sigma_n,mean_test_rss,mean_test_mae_deg,family,p_median,sd_test_rss,gamma_median
Front_EE1_3_3000x_rings_coords.csv,180,Parametric p=1 (Archimedean),,,,,0.674844779634709,39.56593671204182,parametric_fixed_p,1.0,0.1448774606323402,0.003914725735801403
Front_EE1_3_3000x_rings_coords.csv,180,Parametric p=2 (Fermat),,,,,0.8122257658450522,44.10855442911756,parametric_fixed_p,2.0,0.22423093773559166,-3.14157830816435
Front_EE1_3_3000x_rings_coords.csv,180,Parametric continuous p,,,,,0.7188851249278855,41.202531557209646,parametric_continuous_p,0.6295125048595305,0.15061660674008923,0.02128928103219499
Front_EE1_4_3000x_rings_coords.csv,163,Parametric p=0 (Logarithmic),,,,,0.6763371014153938,40.46669274427127,parametric_fixed_p,0.0,0.20840125866942094,1.479475246725836
Front_EE1_4_3000x_rings_coords.csv,163,Parametric p=1 (Archimedean),,,,,0.6685425164590189,40.087869202274184,parametric_fixed_p,1.0,0.20131512180058075,0.0436455367291545
Front_EE1_4_3000x_rings_coords.csv,163,Parametric p=2 (Fermat),,,,,0.6953413110201001,40.826339005853576,parametric_fixed_p,2.0,0.20601867859748313,-1.5581520867670517
Front_EE1_4_3000x_rings_coords.csv,163,Parametric continuous p,,,,,0.6714720907829894,40.183200239037106,parametric_continuous_p,0.8695830208446382,0.20127849803995707,-3.0303945369225507
Front_EE1_5_3000x_rings_coords.csv,180,Parametric p=0 (Logarithmic),,,,,0.991286720143448,51.26388529256733,parametric_fixed_p,0.0,0.19201270526664554,-1.022679860220908
Front_EE1_5_3000x_rings_coords.csv,180,Parametric p=1 (Archimedean),,,,,1.0059618192205388,51.08567572207221,parametric_fixed_p,1.0,0.2337511790814525,1.5522573729893405
Front_EE1_5_3000x_rings_coords.csv,180,Parametric p=2 (Fermat),,,,,0.9563020311030682,49.51435000412442,parametric_fixed_p,2.0,0.22122350518247585,1.947973093469299e-06
Front_EE1_5_3000x_rings_coords.csv,180,Parametric continuous p,,,,,1.0045638498332206,52.07175724687571,parametric_continuous_p,-0.999,0.15557801252892434,0.7814891120077908
